MapSplice_Breakpoint	Annotation
6754-13838	rare_frequency_deletion
591-3630	rare_frequency_deletion
5471-10622	rare_frequency_deletion
5817-13458	rare_frequency_deletion
7816-14055	rare_frequency_deletion
8817-14120	rare_frequency_deletion
5167-15268	rare_frequency_deletion
5444-15382	rare_frequency_deletion
7944-15538	rare_frequency_deletion
4457-15740	rare_frequency_deletion
9426-12465	rare_frequency_deletion
14023-14187	rare_frequency_deletion
6325-14529	rare_frequency_deletion
1267-14990	rare_frequency_deletion
7720-14621	rare_frequency_deletion
591-12735	rare_frequency_deletion
4885-13846	rare_frequency_deletion
3558-14150	rare_frequency_deletion
8514-15082	rare_frequency_deletion
4676-15403	rare_frequency_deletion
6291-15491	rare_frequency_deletion
5359-12375	rare_frequency_deletion
6005-12982	rare_frequency_deletion
465-13653	rare_frequency_deletion
9922-14338	rare_frequency_deletion
11314-14413	rare_frequency_deletion
11226-14807	rare_frequency_deletion
7108-15368	rare_frequency_deletion
12981-15740	rare_frequency_deletion
1099-16072	rare_frequency_deletion
10903-16086	rare_frequency_deletion
4014-11045	rare_frequency_deletion
5890-13301	rare_frequency_deletion
8684-13530	rare_frequency_deletion
2224-13584	rare_frequency_deletion
3896-13779	rare_frequency_deletion
3789-13846	rare_frequency_deletion
11322-14276	rare_frequency_deletion
6820-14771	rare_frequency_deletion
114-16078	rare_frequency_deletion
5481-12433	rare_frequency_deletion
4859-13999	rare_frequency_deletion
4259-14073	rare_frequency_deletion
3789-5337	rare_frequency_deletion
3636-6567	rare_frequency_deletion
505-8666	rare_frequency_deletion
6820-9315	rare_frequency_deletion
4555-10241	rare_frequency_deletion
1677-11136	rare_frequency_deletion
5011-11725	rare_frequency_deletion
464-13254	rare_frequency_deletion
3588-13304	rare_frequency_deletion
2224-13436	rare_frequency_deletion
2254-13449	rare_frequency_deletion
8475-13519	rare_frequency_deletion
4055-13584	rare_frequency_deletion
3570-13864	rare_frequency_deletion
8230-14024	rare_frequency_deletion
7650-14067	rare_frequency_deletion
1384-14212	rare_frequency_deletion
3459-14282	rare_frequency_deletion
5368-14363	rare_frequency_deletion
10063-14529	rare_frequency_deletion
4676-14630	rare_frequency_deletion
5890-14990	rare_frequency_deletion
526-15191	rare_frequency_deletion
6233-15335	rare_frequency_deletion
8775-15382	rare_frequency_deletion
8624-15410	rare_frequency_deletion
447-15583	rare_frequency_deletion
5341-15850	rare_frequency_deletion
1922-16056	rare_frequency_deletion
3256-16071	rare_frequency_deletion
191-16072	rare_frequency_deletion
3533-8376	rare_frequency_deletion
3603-14205	rare_frequency_deletion
447-15717	rare_frequency_deletion
6926-13626	rare_frequency_deletion
131-15026	rare_frequency_deletion
9296-15538	rare_frequency_deletion
7405-15605	rare_frequency_deletion
10672-16072	rare_frequency_deletion
6325-15382	rare_frequency_deletion
6954-11226	rare_frequency_deletion
591-11513	rare_frequency_deletion
5327-13640	rare_frequency_deletion
4259-13999	rare_frequency_deletion
7273-15536	rare_frequency_deletion
828-14205	rare_frequency_deletion
14054-14338	rare_frequency_deletion
11230-14529	rare_frequency_deletion
117-15324	rare_frequency_deletion
591-15368	rare_frequency_deletion
202-15709	rare_frequency_deletion
127-16100	rare_frequency_deletion
1714-3322	rare_frequency_deletion
7905-9031	rare_frequency_deletion
591-13855	rare_frequency_deletion
480-14529	rare_frequency_deletion
9922-14853	rare_frequency_deletion
8277-14912	rare_frequency_deletion
8467-15330	rare_frequency_deletion
140-15486	rare_frequency_deletion
11857-15527	rare_frequency_deletion
5440-15541	rare_frequency_deletion
3533-10285	rare_frequency_deletion
3603-10924	rare_frequency_deletion
3327-14055	rare_frequency_deletion
9528-15517	rare_frequency_deletion
8275-15538	rare_frequency_deletion
2283-16080	rare_frequency_deletion
3791-14529	rare_frequency_deletion
972-14825	rare_frequency_deletion
14854-14990	rare_frequency_deletion
475-15419	rare_frequency_deletion
5348-8386	rare_frequency_deletion
475-14044	rare_frequency_deletion
8775-13978	rare_frequency_deletion
873-3608	rare_frequency_deletion
4185-8807	rare_frequency_deletion
2363-10969	rare_frequency_deletion
3974-11086	rare_frequency_deletion
5348-11216	rare_frequency_deletion
1714-11336	rare_frequency_deletion
5368-11995	rare_frequency_deletion
8624-12023	rare_frequency_deletion
1698-12026	rare_frequency_deletion
11862-12080	rare_frequency_deletion
10307-12342	rare_frequency_deletion
4065-12375	rare_frequency_deletion
5890-13054	rare_frequency_deletion
660-13306	rare_frequency_deletion
10745-13860	rare_frequency_deletion
6592-13935	rare_frequency_deletion
5362-14055	rare_frequency_deletion
2325-14098	rare_frequency_deletion
1698-14130	rare_frequency_deletion
3468-14150	rare_frequency_deletion
5348-14335	rare_frequency_deletion
6602-14568	rare_frequency_deletion
6954-14889	rare_frequency_deletion
5177-15368	rare_frequency_deletion
9922-15771	rare_frequency_deletion
403-15939	rare_frequency_deletion
194-16070	rare_frequency_deletion
7376-9606	rare_frequency_deletion
8775-14282	rare_frequency_deletion
6236-15038	rare_frequency_deletion
5167-15403	rare_frequency_deletion
9269-16068	rare_frequency_deletion
1105-1690	rare_frequency_deletion
12321-14771	rare_frequency_deletion
4382-7892	rare_frequency_deletion
3262-11406	rare_frequency_deletion
591-11537	rare_frequency_deletion
591-12433	rare_frequency_deletion
5817-12969	rare_frequency_deletion
1233-14073	rare_frequency_deletion
1764-14205	rare_frequency_deletion
5348-14314	rare_frequency_deletion
10691-14807	rare_frequency_deletion
8926-15486	rare_frequency_deletion
5551-14067	rare_frequency_deletion
2251-12536	rare_frequency_deletion
6556-13960	rare_frequency_deletion
594-14413	rare_frequency_deletion
495-16084	rare_frequency_deletion
5106-5434	rare_frequency_deletion
5368-7405	rare_frequency_deletion
8568-8830	rare_frequency_deletion
5045-9183	rare_frequency_deletion
3629-9290	rare_frequency_deletion
428-9412	rare_frequency_deletion
5213-10850	rare_frequency_deletion
6602-10904	rare_frequency_deletion
7259-10904	rare_frequency_deletion
8770-11136	rare_frequency_deletion
6449-11770	rare_frequency_deletion
5167-12054	rare_frequency_deletion
1698-13431	rare_frequency_deletion
2254-13436	rare_frequency_deletion
10624-13449	rare_frequency_deletion
3677-13530	rare_frequency_deletion
7732-13913	rare_frequency_deletion
11337-13978	rare_frequency_deletion
12369-14004	rare_frequency_deletion
6233-14055	rare_frequency_deletion
9289-14335	rare_frequency_deletion
1677-14413	rare_frequency_deletion
4939-14413	rare_frequency_deletion
8829-14643	rare_frequency_deletion
7199-14825	rare_frequency_deletion
3324-15440	rare_frequency_deletion
4197-15684	rare_frequency_deletion
6068-13719	rare_frequency_deletion
6510-13924	rare_frequency_deletion
1233-10620	rare_frequency_deletion
1241-13304	rare_frequency_deletion
627-14621	rare_frequency_deletion
6602-12003	rare_frequency_deletion
10136-14568	rare_frequency_deletion
7981-15368	rare_frequency_deletion
14054-14887	rare_frequency_deletion
170-15517	rare_frequency_deletion
7981-15768	rare_frequency_deletion
7863-11858	rare_frequency_deletion
8085-14395	rare_frequency_deletion
8320-14419	rare_frequency_deletion
7987-13978	rare_frequency_deletion
8467-10135	rare_frequency_deletion
6227-12834	rare_frequency_deletion
9505-15517	rare_frequency_deletion
7920-16072	rare_frequency_deletion
9922-14807	rare_frequency_deletion
3789-15536	rare_frequency_deletion
14003-15681	rare_frequency_deletion
3873-12919	rare_frequency_deletion
4909-12969	rare_frequency_deletion
3570-14813	rare_frequency_deletion
5551-14884	rare_frequency_deletion
5368-13792	rare_frequency_deletion
1714-15829	rare_frequency_deletion
8829-11528	rare_frequency_deletion
6556-14395	rare_frequency_deletion
8684-14630	rare_frequency_deletion
998-15382	rare_frequency_deletion
10307-15403	rare_frequency_deletion
4931-9108	rare_frequency_deletion
8428-13519	rare_frequency_deletion
6423-13978	rare_frequency_deletion
1105-14055	rare_frequency_deletion
8467-14150	rare_frequency_deletion
6959-14916	rare_frequency_deletion
6467-15419	rare_frequency_deletion
8926-16072	rare_frequency_deletion
1922-3215	rare_frequency_deletion
2224-8472	rare_frequency_deletion
5890-10508	rare_frequency_deletion
4158-10545	rare_frequency_deletion
5330-11146	rare_frequency_deletion
6545-12001	rare_frequency_deletion
1233-12558	rare_frequency_deletion
5186-13297	rare_frequency_deletion
5128-13306	rare_frequency_deletion
5219-13306	rare_frequency_deletion
7834-13384	rare_frequency_deletion
586-13487	rare_frequency_deletion
4067-13855	rare_frequency_deletion
4382-13886	rare_frequency_deletion
9236-13971	rare_frequency_deletion
11044-14055	rare_frequency_deletion
665-14282	rare_frequency_deletion
3533-14282	rare_frequency_deletion
2045-14316	rare_frequency_deletion
3402-14316	rare_frequency_deletion
6041-14377	rare_frequency_deletion
2209-14419	rare_frequency_deletion
3789-14482	rare_frequency_deletion
10745-14621	rare_frequency_deletion
4259-15365	rare_frequency_deletion
145-15538	rare_frequency_deletion
2793-15681	rare_frequency_deletion
5471-15850	rare_frequency_deletion
1714-14226	rare_frequency_deletion
14066-14529	rare_frequency_deletion
3519-14807	rare_frequency_deletion
3269-16074	rare_frequency_deletion
231-16105	rare_frequency_deletion
2821-5818	rare_frequency_deletion
3612-9031	rare_frequency_deletion
419-10924	rare_frequency_deletion
10307-11174	rare_frequency_deletion
1894-13776	rare_frequency_deletion
9596-14621	rare_frequency_deletion
10968-15517	rare_frequency_deletion
440-13792	rare_frequency_deletion
7376-15382	rare_frequency_deletion
6329-12301	rare_frequency_deletion
2761-14044	rare_frequency_deletion
6041-14276	rare_frequency_deletion
1241-13584	rare_frequency_deletion
1630-10626	rare_frequency_deletion
3789-10924	rare_frequency_deletion
9189-11045	rare_frequency_deletion
166-12465	rare_frequency_deletion
4931-12969	rare_frequency_deletion
9060-13306	rare_frequency_deletion
6363-13730	rare_frequency_deletion
7650-14024	rare_frequency_deletion
4106-14338	rare_frequency_deletion
4747-14341	rare_frequency_deletion
13639-14419	rare_frequency_deletion
11857-14575	rare_frequency_deletion
7896-15429	rare_frequency_deletion
792-1678	rare_frequency_deletion
2513-3513	rare_frequency_deletion
4919-8486	rare_frequency_deletion
1494-8776	rare_frequency_deletion
3819-8776	rare_frequency_deletion
8684-9365	rare_frequency_deletion
10951-11045	rare_frequency_deletion
3098-11055	rare_frequency_deletion
9329-11725	rare_frequency_deletion
5348-11943	rare_frequency_deletion
7126-12745	rare_frequency_deletion
8471-13034	rare_frequency_deletion
5368-13129	rare_frequency_deletion
2493-13306	rare_frequency_deletion
2224-13669	rare_frequency_deletion
144-14067	rare_frequency_deletion
271-14338	rare_frequency_deletion
4909-14377	rare_frequency_deletion
8351-14745	rare_frequency_deletion
9528-14807	rare_frequency_deletion
478-14825	rare_frequency_deletion
14023-15286	rare_frequency_deletion
10268-15491	rare_frequency_deletion
9296-15503	rare_frequency_deletion
12572-15605	rare_frequency_deletion
5905-15709	rare_frequency_deletion
4167-15740	rare_frequency_deletion
15576-15740	rare_frequency_deletion
6125-16080	rare_frequency_deletion
428-13634	rare_frequency_deletion
4909-13693	rare_frequency_deletion
4355-14649	rare_frequency_deletion
480-15293	rare_frequency_deletion
1267-15403	rare_frequency_deletion
4555-10889	rare_frequency_deletion
10751-10948	rare_frequency_deletion
9426-11146	rare_frequency_deletion
8467-12363	rare_frequency_deletion
10903-13640	rare_frequency_deletion
5890-13939	rare_frequency_deletion
13448-14055	rare_frequency_deletion
10307-14150	rare_frequency_deletion
2254-14413	rare_frequency_deletion
4498-14529	rare_frequency_deletion
166-14643	rare_frequency_deletion
9922-14825	rare_frequency_deletion
6310-11868	rare_frequency_deletion
10544-15538	rare_frequency_deletion
3612-7982	rare_frequency_deletion
6602-9359	rare_frequency_deletion
2358-12219	rare_frequency_deletion
13448-14276	rare_frequency_deletion
983-11161	rare_frequency_deletion
6325-13846	rare_frequency_deletion
5061-14630	rare_frequency_deletion
2683-16068	rare_frequency_deletion
4259-6357	rare_frequency_deletion
1922-6546	rare_frequency_deletion
3513-8644	rare_frequency_deletion
8649-11025	rare_frequency_deletion
6556-13191	rare_frequency_deletion
4167-14316	rare_frequency_deletion
7218-14807	rare_frequency_deletion
4838-15486	rare_frequency_deletion
7905-15821	rare_frequency_deletion
5729-15850	rare_frequency_deletion
1241-4168	rare_frequency_deletion
6230-10752	rare_frequency_deletion
4885-5369	rare_frequency_deletion
2254-5891	rare_frequency_deletion
475-8424	rare_frequency_deletion
5824-8786	rare_frequency_deletion
1677-8927	rare_frequency_deletion
4382-9060	rare_frequency_deletion
1714-10304	rare_frequency_deletion
9514-10846	rare_frequency_deletion
475-10889	rare_frequency_deletion
1172-10969	rare_frequency_deletion
6307-11200	rare_frequency_deletion
3486-11603	rare_frequency_deletion
5336-12154	rare_frequency_deletion
5348-12717	rare_frequency_deletion
9852-13115	rare_frequency_deletion
6820-13129	rare_frequency_deletion
3629-13436	rare_frequency_deletion
5960-13436	rare_frequency_deletion
7173-13487	rare_frequency_deletion
3094-13499	rare_frequency_deletion
3725-13640	rare_frequency_deletion
5336-13663	rare_frequency_deletion
5167-13846	rare_frequency_deletion
5011-14055	rare_frequency_deletion
2275-14150	rare_frequency_deletion
14066-14150	rare_frequency_deletion
3603-14276	rare_frequency_deletion
9505-14282	rare_frequency_deletion
6325-14377	rare_frequency_deletion
7736-14377	rare_frequency_deletion
7944-14377	rare_frequency_deletion
9584-14403	rare_frequency_deletion
5506-14529	rare_frequency_deletion
3540-14563	rare_frequency_deletion
8428-14643	rare_frequency_deletion
4478-14795	rare_frequency_deletion
11269-14843	rare_frequency_deletion
5368-15007	rare_frequency_deletion
8726-15082	rare_frequency_deletion
10672-15268	rare_frequency_deletion
5228-15382	rare_frequency_deletion
10798-15421	rare_frequency_deletion
5123-15583	rare_frequency_deletion
4382-16056	rare_frequency_deletion
170-16100	rare_frequency_deletion
3324-8927	rare_frequency_deletion
6825-16072	rare_frequency_deletion
6174-13886	rare_frequency_deletion
1241-14067	rare_frequency_deletion
6624-14529	rare_frequency_deletion
9269-14529	rare_frequency_deletion
2821-14563	rare_frequency_deletion
9226-14807	rare_frequency_deletion
3629-6557	rare_frequency_deletion
3321-10746	rare_frequency_deletion
6219-11537	rare_frequency_deletion
8726-11689	rare_frequency_deletion
11807-14419	rare_frequency_deletion
3533-15469	rare_frequency_deletion
2325-8776	rare_frequency_deletion
4686-9095	rare_frequency_deletion
5354-9767	rare_frequency_deletion
2136-10821	rare_frequency_deletion
1630-10850	rare_frequency_deletion
6356-11218	rare_frequency_deletion
3470-12928	rare_frequency_deletion
3191-13626	rare_frequency_deletion
5167-13626	rare_frequency_deletion
8610-13683	rare_frequency_deletion
5177-13779	rare_frequency_deletion
4185-13792	rare_frequency_deletion
2136-14004	rare_frequency_deletion
4939-14067	rare_frequency_deletion
10903-14341	rare_frequency_deletion
5294-15382	rare_frequency_deletion
10177-15403	rare_frequency_deletion
4584-15782	rare_frequency_deletion
458-16053	rare_frequency_deletion
792-8830	rare_frequency_deletion
5061-10746	rare_frequency_deletion
5336-11575	rare_frequency_deletion
792-12538	rare_frequency_deletion
331-13384	rare_frequency_deletion
9296-13999	rare_frequency_deletion
7905-14150	rare_frequency_deletion
8471-14341	rare_frequency_deletion
199-16069	rare_frequency_deletion
3321-3598	rare_frequency_deletion
2385-6441	rare_frequency_deletion
6545-11995	rare_frequency_deletion
2275-4489	rare_frequency_deletion
1698-5210	rare_frequency_deletion
1996-7127	rare_frequency_deletion
4170-9372	rare_frequency_deletion
1105-9470	rare_frequency_deletion
8467-10622	rare_frequency_deletion
3533-10937	rare_frequency_deletion
7693-11639	rare_frequency_deletion
4106-12369	rare_frequency_deletion
5490-13458	rare_frequency_deletion
9617-13640	rare_frequency_deletion
3513-13846	rare_frequency_deletion
3819-14055	rare_frequency_deletion
6325-14055	rare_frequency_deletion
10903-14150	rare_frequency_deletion
4021-14191	rare_frequency_deletion
4065-14807	rare_frequency_deletion
8610-14815	rare_frequency_deletion
9117-15187	rare_frequency_deletion
2325-15335	rare_frequency_deletion
3603-15335	rare_frequency_deletion
13639-15382	rare_frequency_deletion
6678-15517	rare_frequency_deletion
505-7127	rare_frequency_deletion
4885-8565	rare_frequency_deletion
3603-10620	rare_frequency_deletion
6376-11987	rare_frequency_deletion
8684-12412	rare_frequency_deletion
5336-14413	rare_frequency_deletion
9289-14413	rare_frequency_deletion
1497-14647	rare_frequency_deletion
3270-16083	rare_frequency_deletion
144-15976	rare_frequency_deletion
458-10545	rare_frequency_deletion
3486-10746	rare_frequency_deletion
8926-14150	rare_frequency_deletion
4065-14282	rare_frequency_deletion
8467-14332	rare_frequency_deletion
8909-14558	rare_frequency_deletion
4382-15335	rare_frequency_deletion
5824-15368	rare_frequency_deletion
1241-8437	rare_frequency_deletion
5213-8472	rare_frequency_deletion
4167-11045	rare_frequency_deletion
7786-12080	rare_frequency_deletion
6286-12558	rare_frequency_deletion
9289-13228	rare_frequency_deletion
8726-13397	rare_frequency_deletion
7286-13999	rare_frequency_deletion
4060-14004	rare_frequency_deletion
9042-14316	rare_frequency_deletion
8440-14363	rare_frequency_deletion
9922-14621	rare_frequency_deletion
5999-14867	rare_frequency_deletion
465-15548	rare_frequency_deletion
3753-15846	rare_frequency_deletion
10672-15981	rare_frequency_deletion
3056-7906	rare_frequency_deletion
1702-8807	rare_frequency_deletion
7786-10308	rare_frequency_deletion
3321-10924	rare_frequency_deletion
7266-11031	rare_frequency_deletion
3263-12301	rare_frequency_deletion
11818-13081	rare_frequency_deletion
4747-13516	rare_frequency_deletion
6230-13626	rare_frequency_deletion
5354-13846	rare_frequency_deletion
3148-13999	rare_frequency_deletion
8791-14055	rare_frequency_deletion
2358-14737	rare_frequency_deletion
2224-4604	rare_frequency_deletion
5167-8481	rare_frequency_deletion
5219-9093	rare_frequency_deletion
3597-10545	rare_frequency_deletion
5707-12745	rare_frequency_deletion
7259-12745	rare_frequency_deletion
6503-13805	rare_frequency_deletion
11070-13868	rare_frequency_deletion
6356-14024	rare_frequency_deletion
11577-14055	rare_frequency_deletion
3789-14419	rare_frequency_deletion
8141-14990	rare_frequency_deletion
11145-13886	rare_frequency_deletion
10177-14529	rare_frequency_deletion
8775-14916	rare_frequency_deletion
4457-15403	rare_frequency_deletion
9086-16072	rare_frequency_deletion
3629-13458	rare_frequency_deletion
4185-10969	rare_frequency_deletion
7218-12301	rare_frequency_deletion
5817-13027	rare_frequency_deletion
8775-13301	rare_frequency_deletion
8416-13978	rare_frequency_deletion
9278-14055	rare_frequency_deletion
6386-14067	rare_frequency_deletion
5327-14807	rare_frequency_deletion
6155-13792	rare_frequency_deletion
2136-14150	rare_frequency_deletion
4197-6357	rare_frequency_deletion
2328-6821	rare_frequency_deletion
4167-11269	rare_frequency_deletion
4021-11502	rare_frequency_deletion
1241-11875	rare_frequency_deletion
594-12465	rare_frequency_deletion
1698-13306	rare_frequency_deletion
5210-13449	rare_frequency_deletion
3741-13855	rare_frequency_deletion
1692-14807	rare_frequency_deletion
5099-5150	rare_frequency_deletion
4053-5380	rare_frequency_deletion
5368-8352	rare_frequency_deletion
6820-9885	rare_frequency_deletion
10711-10843	rare_frequency_deletion
3321-10948	rare_frequency_deletion
3321-11336	rare_frequency_deletion
4874-11528	rare_frequency_deletion
6191-12026	rare_frequency_deletion
7708-13487	rare_frequency_deletion
6678-14390	rare_frequency_deletion
1677-14520	rare_frequency_deletion
10745-14520	rare_frequency_deletion
13998-14643	rare_frequency_deletion
309-14813	rare_frequency_deletion
3283-15429	rare_frequency_deletion
14133-15491	rare_frequency_deletion
5368-15527	rare_frequency_deletion
9843-15538	rare_frequency_deletion
8684-15548	rare_frequency_deletion
9922-16074	rare_frequency_deletion
1233-8472	rare_frequency_deletion
2209-8685	rare_frequency_deletion
6318-10924	rare_frequency_deletion
4167-11204	rare_frequency_deletion
9081-13384	rare_frequency_deletion
6495-13799	rare_frequency_deletion
777-14067	rare_frequency_deletion
4382-14218	rare_frequency_deletion
7981-14282	rare_frequency_deletion
10094-14407	rare_frequency_deletion
10210-14589	rare_frequency_deletion
8624-14621	rare_frequency_deletion
11185-14745	rare_frequency_deletion
4885-14815	rare_frequency_deletion
13448-15491	rare_frequency_deletion
2414-15726	rare_frequency_deletion
14442-15740	rare_frequency_deletion
2839-8776	rare_frequency_deletion
8471-9533	rare_frequency_deletion
127-10660	rare_frequency_deletion
6325-11674	rare_frequency_deletion
505-11882	rare_frequency_deletion
652-13415	rare_frequency_deletion
5399-13750	rare_frequency_deletion
3636-14004	rare_frequency_deletion
308-14067	rare_frequency_deletion
5368-14395	rare_frequency_deletion
8791-14434	rare_frequency_deletion
5391-14921	rare_frequency_deletion
5474-15491	rare_frequency_deletion
1845-15517	rare_frequency_deletion
5348-15517	rare_frequency_deletion
1418-4972	rare_frequency_deletion
8775-10924	rare_frequency_deletion
5890-11258	rare_frequency_deletion
5237-12489	rare_frequency_deletion
8791-14314	rare_frequency_deletion
6335-14338	rare_frequency_deletion
5839-15050	rare_frequency_deletion
2513-15981	rare_frequency_deletion
959-14055	rare_frequency_deletion
4382-14621	rare_frequency_deletion
9086-15939	rare_frequency_deletion
148-16067	rare_frequency_deletion
5014-5369	rare_frequency_deletion
7332-7415	rare_frequency_deletion
6495-10980	rare_frequency_deletion
8467-11146	rare_frequency_deletion
7807-13519	rare_frequency_deletion
10307-13860	rare_frequency_deletion
9189-13978	rare_frequency_deletion
10939-13999	rare_frequency_deletion
12091-14055	rare_frequency_deletion
5336-14067	rare_frequency_deletion
8726-14253	rare_frequency_deletion
6023-14529	rare_frequency_deletion
7475-14529	rare_frequency_deletion
9269-14825	rare_frequency_deletion
7650-14990	rare_frequency_deletion
8873-15286	rare_frequency_deletion
6919-15486	rare_frequency_deletion
3819-15491	rare_frequency_deletion
10069-15491	rare_frequency_deletion
10968-15846	rare_frequency_deletion
10366-16072	rare_frequency_deletion
9146-11269	rare_frequency_deletion
8791-12911	rare_frequency_deletion
483-14067	rare_frequency_deletion
2328-14407	rare_frequency_deletion
1932-14556	rare_frequency_deletion
7126-14621	rare_frequency_deletion
7414-14649	rare_frequency_deletion
665-15733	rare_frequency_deletion
7720-8685	rare_frequency_deletion
5215-8776	rare_frequency_deletion
2513-9641	rare_frequency_deletion
5368-10135	rare_frequency_deletion
2224-10285	rare_frequency_deletion
5117-10752	rare_frequency_deletion
3597-10838	rare_frequency_deletion
7199-13584	rare_frequency_deletion
4382-13792	rare_frequency_deletion
5167-13855	rare_frequency_deletion
9010-13999	rare_frequency_deletion
2251-14282	rare_frequency_deletion
4928-14377	rare_frequency_deletion
10929-14377	rare_frequency_deletion
8132-15286	rare_frequency_deletion
5440-15530	rare_frequency_deletion
8731-15605	rare_frequency_deletion
13131-15684	rare_frequency_deletion
12079-15913	rare_frequency_deletion
144-11537	rare_frequency_deletion
5359-11882	rare_frequency_deletion
4706-12589	rare_frequency_deletion
9226-13537	rare_frequency_deletion
9111-13552	rare_frequency_deletion
5167-13608	rare_frequency_deletion
7816-13640	rare_frequency_deletion
5167-13653	rare_frequency_deletion
144-13678	rare_frequency_deletion
5167-14067	rare_frequency_deletion
10968-14130	rare_frequency_deletion
12662-14529	rare_frequency_deletion
3321-14589	rare_frequency_deletion
8471-14643	rare_frequency_deletion
13448-15382	rare_frequency_deletion
5215-15491	rare_frequency_deletion
14510-15527	rare_frequency_deletion
3629-9031	rare_frequency_deletion
3831-10308	rare_frequency_deletion
1698-10924	rare_frequency_deletion
3555-10937	rare_frequency_deletion
3402-13306	rare_frequency_deletion
3597-11264	rare_frequency_deletion
6926-13306	rare_frequency_deletion
309-13449	rare_frequency_deletion
4106-13663	rare_frequency_deletion
9640-14044	rare_frequency_deletion
480-14575	rare_frequency_deletion
7327-14621	rare_frequency_deletion
8926-15224	rare_frequency_deletion
5153-15335	rare_frequency_deletion
7981-15335	rare_frequency_deletion
8791-15335	rare_frequency_deletion
7405-15382	rare_frequency_deletion
8277-15548	rare_frequency_deletion
2513-11146	rare_frequency_deletion
3629-12546	rare_frequency_deletion
5210-14282	rare_frequency_deletion
8791-14377	rare_frequency_deletion
14216-15421	rare_frequency_deletion
1155-15491	rare_frequency_deletion
8775-15754	rare_frequency_deletion
3603-5349	rare_frequency_deletion
6545-8685	rare_frequency_deletion
4167-8776	rare_frequency_deletion
1105-8964	rare_frequency_deletion
1714-9202	rare_frequency_deletion
5481-9340	rare_frequency_deletion
8374-13059	rare_frequency_deletion
10700-13151	rare_frequency_deletion
9313-13436	rare_frequency_deletion
6959-13584	rare_frequency_deletion
11226-13640	rare_frequency_deletion
2513-13683	rare_frequency_deletion
4382-15286	rare_frequency_deletion
11044-15444	rare_frequency_deletion
4885-15548	rare_frequency_deletion
6545-15681	rare_frequency_deletion
6545-15684	rare_frequency_deletion
3621-15705	rare_frequency_deletion
7108-8927	rare_frequency_deletion
1105-9606	rare_frequency_deletion
5120-10752	rare_frequency_deletion
3283-11100	rare_frequency_deletion
6041-11174	rare_frequency_deletion
11857-12232	rare_frequency_deletion
8386-12301	rare_frequency_deletion
8770-13306	rare_frequency_deletion
7126-13436	rare_frequency_deletion
8351-13626	rare_frequency_deletion
4909-13846	rare_frequency_deletion
2578-13855	rare_frequency_deletion
13787-13886	rare_frequency_deletion
6376-13924	rare_frequency_deletion
3256-14145	rare_frequency_deletion
9030-14187	rare_frequency_deletion
475-14316	rare_frequency_deletion
14376-15335	rare_frequency_deletion
13505-15382	rare_frequency_deletion
12464-15410	rare_frequency_deletion
8970-16068	rare_frequency_deletion
498-16070	rare_frequency_deletion
2224-10149	rare_frequency_deletion
480-12232	rare_frequency_deletion
5359-12369	rare_frequency_deletion
8973-13381	rare_frequency_deletion
440-13653	rare_frequency_deletion
6602-13855	rare_frequency_deletion
5928-13860	rare_frequency_deletion
7987-14067	rare_frequency_deletion
4937-14444	rare_frequency_deletion
10268-14807	rare_frequency_deletion
2124-16072	rare_frequency_deletion
1630-11146	rare_frequency_deletion
4903-13436	rare_frequency_deletion
10544-14377	rare_frequency_deletion
12963-15538	rare_frequency_deletion
4167-8437	rare_frequency_deletion
5330-9216	rare_frequency_deletion
983-10850	rare_frequency_deletion
5839-12982	rare_frequency_deletion
505-13688	rare_frequency_deletion
7981-14004	rare_frequency_deletion
7981-14039	rare_frequency_deletion
465-14055	rare_frequency_deletion
10069-14359	rare_frequency_deletion
7108-14413	rare_frequency_deletion
10544-14413	rare_frequency_deletion
465-14626	rare_frequency_deletion
10923-14626	rare_frequency_deletion
1714-14654	rare_frequency_deletion
11807-14695	rare_frequency_deletion
1172-14752	rare_frequency_deletion
7001-14807	rare_frequency_deletion
8784-14807	rare_frequency_deletion
12079-14807	rare_frequency_deletion
8286-14815	rare_frequency_deletion
5481-14825	rare_frequency_deletion
9760-15328	rare_frequency_deletion
303-15365	rare_frequency_deletion
9296-15517	rare_frequency_deletion
8351-15538	rare_frequency_deletion
309-8625	rare_frequency_deletion
1764-8647	rare_frequency_deletion
277-10804	rare_frequency_deletion
2948-10904	rare_frequency_deletion
8471-10980	rare_frequency_deletion
5156-11055	rare_frequency_deletion
3756-11103	rare_frequency_deletion
3789-13487	rare_frequency_deletion
6284-13634	rare_frequency_deletion
4382-13640	rare_frequency_deletion
150-13893	rare_frequency_deletion
7714-14024	rare_frequency_deletion
959-14067	rare_frequency_deletion
4595-14306	rare_frequency_deletion
1027-14604	rare_frequency_deletion
8610-14929	rare_frequency_deletion
3555-15191	rare_frequency_deletion
4500-15382	rare_frequency_deletion
7199-15382	rare_frequency_deletion
6830-15419	rare_frequency_deletion
8670-15419	rare_frequency_deletion
277-15469	rare_frequency_deletion
6219-15486	rare_frequency_deletion
2358-15754	rare_frequency_deletion
7817-16072	rare_frequency_deletion
4252-8685	rare_frequency_deletion
4874-9204	rare_frequency_deletion
3609-11204	rare_frequency_deletion
6488-11204	rare_frequency_deletion
5916-13415	rare_frequency_deletion
6356-14055	rare_frequency_deletion
5368-15491	rare_frequency_deletion
