rCRS_NC_012920.1	16kb_LR_PrimerPosition
12913	13057
12914	13058
12915	13059
12916	13060
12917	13061
12918	13062
12919	13063
12920	13064
12921	13065
12922	13066
12923	13067
12924	13068
12925	13069
12926	13070
12927	13071
12928	13072
12929	13073
12930	13074
12931	13075
12932	13076
12933	13077
12934	13078
12935	13079
12936	13080
12937	13081
12938	13082
12939	13083
12940	13084
12941	13085
12942	13086
12943	13087
12944	13088
12945	13089
12946	13090
12947	13091
12948	13092
12949	13093
12950	13094
12951	13095
12952	13096
12953	13097
12954	13098
12955	13099
12956	13100
12957	13101
12958	13102
12959	13103
12960	13104
12961	13105
12962	13106
12963	13107
12964	13108
12965	13109
12966	13110
12967	13111
12968	13112
12969	13113
12970	13114
12971	13115
12972	13116
12973	13117
12974	13118
12975	13119
12976	13120
12977	13121
12978	13122
12979	13123
12980	13124
12981	13125
12982	13126
12983	13127
12984	13128
12985	13129
12986	13130
12987	13131
12988	13132
12989	13133
12990	13134
12991	13135
12992	13136
12993	13137
12994	13138
12995	13139
12996	13140
12997	13141
12998	13142
12999	13143
13000	13144
13001	13145
13002	13146
13003	13147
13004	13148
13005	13149
13006	13150
13007	13151
13008	13152
13009	13153
13010	13154
13011	13155
13012	13156
13013	13157
13014	13158
13015	13159
13016	13160
13017	13161
13018	13162
13019	13163
13020	13164
13021	13165
13022	13166
13023	13167
13024	13168
13025	13169
13026	13170
13027	13171
13028	13172
13029	13173
13030	13174
13031	13175
13032	13176
13033	13177
13034	13178
13035	13179
13036	13180
13037	13181
13038	13182
13039	13183
13040	13184
13041	13185
13042	13186
13043	13187
13044	13188
13045	13189
13046	13190
13047	13191
13048	13192
13049	13193
13050	13194
13051	13195
13052	13196
13053	13197
13054	13198
13055	13199
13056	13200
13057	13201
13058	13202
13059	13203
13060	13204
13061	13205
13062	13206
13063	13207
13064	13208
13065	13209
13066	13210
13067	13211
13068	13212
13069	13213
13070	13214
13071	13215
13072	13216
13073	13217
13074	13218
13075	13219
13076	13220
13077	13221
13078	13222
13079	13223
13080	13224
13081	13225
13082	13226
13083	13227
13084	13228
13085	13229
13086	13230
13087	13231
13088	13232
13089	13233
13090	13234
13091	13235
13092	13236
13093	13237
13094	13238
13095	13239
13096	13240
13097	13241
13098	13242
13099	13243
13100	13244
13101	13245
13102	13246
13103	13247
13104	13248
13105	13249
13106	13250
13107	13251
13108	13252
13109	13253
13110	13254
13111	13255
13112	13256
13113	13257
13114	13258
13115	13259
13116	13260
13117	13261
13118	13262
13119	13263
13120	13264
13121	13265
13122	13266
13123	13267
13124	13268
13125	13269
13126	13270
13127	13271
13128	13272
13129	13273
13130	13274
13131	13275
13132	13276
13133	13277
13134	13278
13135	13279
13136	13280
13137	13281
13138	13282
13139	13283
13140	13284
13141	13285
13142	13286
13143	13287
13144	13288
13145	13289
13146	13290
13147	13291
13148	13292
13149	13293
13150	13294
13151	13295
13152	13296
13153	13297
13154	13298
13155	13299
13156	13300
13157	13301
13158	13302
13159	13303
13160	13304
13161	13305
13162	13306
13163	13307
13164	13308
13165	13309
13166	13310
13167	13311
13168	13312
13169	13313
13170	13314
13171	13315
13172	13316
13173	13317
13174	13318
13175	13319
13176	13320
13177	13321
13178	13322
13179	13323
13180	13324
13181	13325
13182	13326
13183	13327
13184	13328
13185	13329
13186	13330
13187	13331
13188	13332
13189	13333
13190	13334
13191	13335
13192	13336
13193	13337
13194	13338
13195	13339
13196	13340
13197	13341
13198	13342
13199	13343
13200	13344
13201	13345
13202	13346
13203	13347
13204	13348
13205	13349
13206	13350
13207	13351
13208	13352
13209	13353
13210	13354
13211	13355
13212	13356
13213	13357
13214	13358
13215	13359
13216	13360
13217	13361
13218	13362
13219	13363
13220	13364
13221	13365
13222	13366
13223	13367
13224	13368
13225	13369
13226	13370
13227	13371
13228	13372
13229	13373
13230	13374
13231	13375
13232	13376
13233	13377
13234	13378
13235	13379
13236	13380
13237	13381
13238	13382
13239	13383
13240	13384
13241	13385
13242	13386
13243	13387
13244	13388
13245	13389
13246	13390
13247	13391
13248	13392
13249	13393
13250	13394
13251	13395
13252	13396
13253	13397
13254	13398
13255	13399
13256	13400
13257	13401
13258	13402
13259	13403
13260	13404
13261	13405
13262	13406
13263	13407
13264	13408
13265	13409
13266	13410
13267	13411
13268	13412
13269	13413
13270	13414
13271	13415
13272	13416
13273	13417
13274	13418
13275	13419
13276	13420
13277	13421
13278	13422
13279	13423
13280	13424
13281	13425
13282	13426
13283	13427
13284	13428
13285	13429
13286	13430
13287	13431
13288	13432
13289	13433
13290	13434
13291	13435
13292	13436
13293	13437
13294	13438
13295	13439
13296	13440
13297	13441
13298	13442
13299	13443
13300	13444
13301	13445
13302	13446
13303	13447
13304	13448
13305	13449
13306	13450
13307	13451
13308	13452
13309	13453
13310	13454
13311	13455
13312	13456
13313	13457
13314	13458
13315	13459
13316	13460
13317	13461
13318	13462
13319	13463
13320	13464
13321	13465
13322	13466
13323	13467
13324	13468
13325	13469
13326	13470
13327	13471
13328	13472
13329	13473
13330	13474
13331	13475
13332	13476
13333	13477
13334	13478
13335	13479
13336	13480
13337	13481
13338	13482
13339	13483
13340	13484
13341	13485
13342	13486
13343	13487
13344	13488
13345	13489
13346	13490
13347	13491
13348	13492
13349	13493
13350	13494
13351	13495
13352	13496
13353	13497
13354	13498
13355	13499
13356	13500
13357	13501
13358	13502
13359	13503
13360	13504
13361	13505
13362	13506
13363	13507
13364	13508
13365	13509
13366	13510
13367	13511
13368	13512
13369	13513
13370	13514
13371	13515
13372	13516
13373	13517
13374	13518
13375	13519
13376	13520
13377	13521
13378	13522
13379	13523
13380	13524
13381	13525
13382	13526
13383	13527
13384	13528
13385	13529
13386	13530
13387	13531
13388	13532
13389	13533
13390	13534
13391	13535
13392	13536
13393	13537
13394	13538
13395	13539
13396	13540
13397	13541
13398	13542
13399	13543
13400	13544
13401	13545
13402	13546
13403	13547
13404	13548
13405	13549
13406	13550
13407	13551
13408	13552
13409	13553
13410	13554
13411	13555
13412	13556
13413	13557
13414	13558
13415	13559
13416	13560
13417	13561
13418	13562
13419	13563
13420	13564
13421	13565
13422	13566
13423	13567
13424	13568
13425	13569
13426	13570
13427	13571
13428	13572
13429	13573
13430	13574
13431	13575
13432	13576
13433	13577
13434	13578
13435	13579
13436	13580
13437	13581
13438	13582
13439	13583
13440	13584
13441	13585
13442	13586
13443	13587
13444	13588
13445	13589
13446	13590
13447	13591
13448	13592
13449	13593
13450	13594
13451	13595
13452	13596
13453	13597
13454	13598
13455	13599
13456	13600
13457	13601
13458	13602
13459	13603
13460	13604
13461	13605
13462	13606
13463	13607
13464	13608
13465	13609
13466	13610
13467	13611
13468	13612
13469	13613
13470	13614
13471	13615
13472	13616
13473	13617
13474	13618
13475	13619
13476	13620
13477	13621
13478	13622
13479	13623
13480	13624
13481	13625
13482	13626
13483	13627
13484	13628
13485	13629
13486	13630
13487	13631
13488	13632
13489	13633
13490	13634
13491	13635
13492	13636
13493	13637
13494	13638
13495	13639
13496	13640
13497	13641
13498	13642
13499	13643
13500	13644
13501	13645
13502	13646
13503	13647
13504	13648
13505	13649
13506	13650
13507	13651
13508	13652
13509	13653
13510	13654
13511	13655
13512	13656
13513	13657
13514	13658
13515	13659
13516	13660
13517	13661
13518	13662
13519	13663
13520	13664
13521	13665
13522	13666
13523	13667
13524	13668
13525	13669
13526	13670
13527	13671
13528	13672
13529	13673
13530	13674
13531	13675
13532	13676
13533	13677
13534	13678
13535	13679
13536	13680
13537	13681
13538	13682
13539	13683
13540	13684
13541	13685
13542	13686
13543	13687
13544	13688
13545	13689
13546	13690
13547	13691
13548	13692
13549	13693
13550	13694
13551	13695
13552	13696
13553	13697
13554	13698
13555	13699
13556	13700
13557	13701
13558	13702
13559	13703
13560	13704
13561	13705
13562	13706
13563	13707
13564	13708
13565	13709
13566	13710
13567	13711
13568	13712
13569	13713
13570	13714
13571	13715
13572	13716
13573	13717
13574	13718
13575	13719
13576	13720
13577	13721
13578	13722
13579	13723
13580	13724
13581	13725
13582	13726
13583	13727
13584	13728
13585	13729
13586	13730
13587	13731
13588	13732
13589	13733
13590	13734
13591	13735
13592	13736
13593	13737
13594	13738
13595	13739
13596	13740
13597	13741
13598	13742
13599	13743
13600	13744
13601	13745
13602	13746
13603	13747
13604	13748
13605	13749
13606	13750
13607	13751
13608	13752
13609	13753
13610	13754
13611	13755
13612	13756
13613	13757
13614	13758
13615	13759
13616	13760
13617	13761
13618	13762
13619	13763
13620	13764
13621	13765
13622	13766
13623	13767
13624	13768
13625	13769
13626	13770
13627	13771
13628	13772
13629	13773
13630	13774
13631	13775
13632	13776
13633	13777
13634	13778
13635	13779
13636	13780
13637	13781
13638	13782
13639	13783
13640	13784
13641	13785
13642	13786
13643	13787
13644	13788
13645	13789
13646	13790
13647	13791
13648	13792
13649	13793
13650	13794
13651	13795
13652	13796
13653	13797
13654	13798
13655	13799
13656	13800
13657	13801
13658	13802
13659	13803
13660	13804
13661	13805
13662	13806
13663	13807
13664	13808
13665	13809
13666	13810
13667	13811
13668	13812
13669	13813
13670	13814
13671	13815
13672	13816
13673	13817
13674	13818
13675	13819
13676	13820
13677	13821
13678	13822
13679	13823
13680	13824
13681	13825
13682	13826
13683	13827
13684	13828
13685	13829
13686	13830
13687	13831
13688	13832
13689	13833
13690	13834
13691	13835
13692	13836
13693	13837
13694	13838
13695	13839
13696	13840
13697	13841
13698	13842
13699	13843
13700	13844
13701	13845
13702	13846
13703	13847
13704	13848
13705	13849
13706	13850
13707	13851
13708	13852
13709	13853
13710	13854
13711	13855
13712	13856
13713	13857
13714	13858
13715	13859
13716	13860
13717	13861
13718	13862
13719	13863
13720	13864
13721	13865
13722	13866
13723	13867
13724	13868
13725	13869
13726	13870
13727	13871
13728	13872
13729	13873
13730	13874
13731	13875
13732	13876
13733	13877
13734	13878
13735	13879
13736	13880
13737	13881
13738	13882
13739	13883
13740	13884
13741	13885
13742	13886
13743	13887
13744	13888
13745	13889
13746	13890
13747	13891
13748	13892
13749	13893
13750	13894
13751	13895
13752	13896
13753	13897
13754	13898
13755	13899
13756	13900
13757	13901
13758	13902
13759	13903
13760	13904
13761	13905
13762	13906
13763	13907
13764	13908
13765	13909
13766	13910
13767	13911
13768	13912
13769	13913
13770	13914
13771	13915
13772	13916
13773	13917
13774	13918
13775	13919
13776	13920
13777	13921
13778	13922
13779	13923
13780	13924
13781	13925
13782	13926
13783	13927
13784	13928
13785	13929
13786	13930
13787	13931
13788	13932
13789	13933
13790	13934
13791	13935
13792	13936
13793	13937
13794	13938
13795	13939
13796	13940
13797	13941
13798	13942
13799	13943
13800	13944
13801	13945
13802	13946
13803	13947
13804	13948
13805	13949
13806	13950
13807	13951
13808	13952
13809	13953
13810	13954
13811	13955
13812	13956
13813	13957
13814	13958
13815	13959
13816	13960
13817	13961
13818	13962
13819	13963
13820	13964
13821	13965
13822	13966
13823	13967
13824	13968
13825	13969
13826	13970
13827	13971
13828	13972
13829	13973
13830	13974
13831	13975
13832	13976
13833	13977
13834	13978
13835	13979
13836	13980
13837	13981
13838	13982
13839	13983
13840	13984
13841	13985
13842	13986
13843	13987
13844	13988
13845	13989
13846	13990
13847	13991
13848	13992
13849	13993
13850	13994
13851	13995
13852	13996
13853	13997
13854	13998
13855	13999
13856	14000
13857	14001
13858	14002
13859	14003
13860	14004
13861	14005
13862	14006
13863	14007
13864	14008
13865	14009
13866	14010
13867	14011
13868	14012
13869	14013
13870	14014
13871	14015
13872	14016
13873	14017
13874	14018
13875	14019
13876	14020
13877	14021
13878	14022
13879	14023
13880	14024
13881	14025
13882	14026
13883	14027
13884	14028
13885	14029
13886	14030
13887	14031
13888	14032
13889	14033
13890	14034
13891	14035
13892	14036
13893	14037
13894	14038
13895	14039
13896	14040
13897	14041
13898	14042
13899	14043
13900	14044
13901	14045
13902	14046
13903	14047
13904	14048
13905	14049
13906	14050
13907	14051
13908	14052
13909	14053
13910	14054
13911	14055
13912	14056
13913	14057
13914	14058
13915	14059
13916	14060
13917	14061
13918	14062
13919	14063
13920	14064
13921	14065
13922	14066
13923	14067
13924	14068
13925	14069
13926	14070
13927	14071
13928	14072
13929	14073
13930	14074
13931	14075
13932	14076
13933	14077
13934	14078
13935	14079
13936	14080
13937	14081
13938	14082
13939	14083
13940	14084
13941	14085
13942	14086
13943	14087
13944	14088
13945	14089
13946	14090
13947	14091
13948	14092
13949	14093
13950	14094
13951	14095
13952	14096
13953	14097
13954	14098
13955	14099
13956	14100
13957	14101
13958	14102
13959	14103
13960	14104
13961	14105
13962	14106
13963	14107
13964	14108
13965	14109
13966	14110
13967	14111
13968	14112
13969	14113
13970	14114
13971	14115
13972	14116
13973	14117
13974	14118
13975	14119
13976	14120
13977	14121
13978	14122
13979	14123
13980	14124
13981	14125
13982	14126
13983	14127
13984	14128
13985	14129
13986	14130
13987	14131
13988	14132
13989	14133
13990	14134
13991	14135
13992	14136
13993	14137
13994	14138
13995	14139
13996	14140
13997	14141
13998	14142
13999	14143
14000	14144
14001	14145
14002	14146
14003	14147
14004	14148
14005	14149
14006	14150
14007	14151
14008	14152
14009	14153
14010	14154
14011	14155
14012	14156
14013	14157
14014	14158
14015	14159
14016	14160
14017	14161
14018	14162
14019	14163
14020	14164
14021	14165
14022	14166
14023	14167
14024	14168
14025	14169
14026	14170
14027	14171
14028	14172
14029	14173
14030	14174
14031	14175
14032	14176
14033	14177
14034	14178
14035	14179
14036	14180
14037	14181
14038	14182
14039	14183
14040	14184
14041	14185
14042	14186
14043	14187
14044	14188
14045	14189
14046	14190
14047	14191
14048	14192
14049	14193
14050	14194
14051	14195
14052	14196
14053	14197
14054	14198
14055	14199
14056	14200
14057	14201
14058	14202
14059	14203
14060	14204
14061	14205
14062	14206
14063	14207
14064	14208
14065	14209
14066	14210
14067	14211
14068	14212
14069	14213
14070	14214
14071	14215
14072	14216
14073	14217
14074	14218
14075	14219
14076	14220
14077	14221
14078	14222
14079	14223
14080	14224
14081	14225
14082	14226
14083	14227
14084	14228
14085	14229
14086	14230
14087	14231
14088	14232
14089	14233
14090	14234
14091	14235
14092	14236
14093	14237
14094	14238
14095	14239
14096	14240
14097	14241
14098	14242
14099	14243
14100	14244
14101	14245
14102	14246
14103	14247
14104	14248
14105	14249
14106	14250
14107	14251
14108	14252
14109	14253
14110	14254
14111	14255
14112	14256
14113	14257
14114	14258
14115	14259
14116	14260
14117	14261
14118	14262
14119	14263
14120	14264
14121	14265
14122	14266
14123	14267
14124	14268
14125	14269
14126	14270
14127	14271
14128	14272
14129	14273
14130	14274
14131	14275
14132	14276
14133	14277
14134	14278
14135	14279
14136	14280
14137	14281
14138	14282
14139	14283
14140	14284
14141	14285
14142	14286
14143	14287
14144	14288
14145	14289
14146	14290
14147	14291
14148	14292
14149	14293
14150	14294
14151	14295
14152	14296
14153	14297
14154	14298
14155	14299
14156	14300
14157	14301
14158	14302
14159	14303
14160	14304
14161	14305
14162	14306
14163	14307
14164	14308
14165	14309
14166	14310
14167	14311
14168	14312
14169	14313
14170	14314
14171	14315
14172	14316
14173	14317
14174	14318
14175	14319
14176	14320
14177	14321
14178	14322
14179	14323
14180	14324
14181	14325
14182	14326
14183	14327
14184	14328
14185	14329
14186	14330
14187	14331
14188	14332
14189	14333
14190	14334
14191	14335
14192	14336
14193	14337
14194	14338
14195	14339
14196	14340
14197	14341
14198	14342
14199	14343
14200	14344
14201	14345
14202	14346
14203	14347
14204	14348
14205	14349
14206	14350
14207	14351
14208	14352
14209	14353
14210	14354
14211	14355
14212	14356
14213	14357
14214	14358
14215	14359
14216	14360
14217	14361
14218	14362
14219	14363
14220	14364
14221	14365
14222	14366
14223	14367
14224	14368
14225	14369
14226	14370
14227	14371
14228	14372
14229	14373
14230	14374
14231	14375
14232	14376
14233	14377
14234	14378
14235	14379
14236	14380
14237	14381
14238	14382
14239	14383
14240	14384
14241	14385
14242	14386
14243	14387
14244	14388
14245	14389
14246	14390
14247	14391
14248	14392
14249	14393
14250	14394
14251	14395
14252	14396
14253	14397
14254	14398
14255	14399
14256	14400
14257	14401
14258	14402
14259	14403
14260	14404
14261	14405
14262	14406
14263	14407
14264	14408
14265	14409
14266	14410
14267	14411
14268	14412
14269	14413
14270	14414
14271	14415
14272	14416
14273	14417
14274	14418
14275	14419
14276	14420
14277	14421
14278	14422
14279	14423
14280	14424
14281	14425
14282	14426
14283	14427
14284	14428
14285	14429
14286	14430
14287	14431
14288	14432
14289	14433
14290	14434
14291	14435
14292	14436
14293	14437
14294	14438
14295	14439
14296	14440
14297	14441
14298	14442
14299	14443
14300	14444
14301	14445
14302	14446
14303	14447
14304	14448
14305	14449
14306	14450
14307	14451
14308	14452
14309	14453
14310	14454
14311	14455
14312	14456
14313	14457
14314	14458
14315	14459
14316	14460
14317	14461
14318	14462
14319	14463
14320	14464
14321	14465
14322	14466
14323	14467
14324	14468
14325	14469
14326	14470
14327	14471
14328	14472
14329	14473
14330	14474
14331	14475
14332	14476
14333	14477
14334	14478
14335	14479
14336	14480
14337	14481
14338	14482
14339	14483
14340	14484
14341	14485
14342	14486
14343	14487
14344	14488
14345	14489
14346	14490
14347	14491
14348	14492
14349	14493
14350	14494
14351	14495
14352	14496
14353	14497
14354	14498
14355	14499
14356	14500
14357	14501
14358	14502
14359	14503
14360	14504
14361	14505
14362	14506
14363	14507
14364	14508
14365	14509
14366	14510
14367	14511
14368	14512
14369	14513
14370	14514
14371	14515
14372	14516
14373	14517
14374	14518
14375	14519
14376	14520
14377	14521
14378	14522
14379	14523
14380	14524
14381	14525
14382	14526
14383	14527
14384	14528
14385	14529
14386	14530
14387	14531
14388	14532
14389	14533
14390	14534
14391	14535
14392	14536
14393	14537
14394	14538
14395	14539
14396	14540
14397	14541
14398	14542
14399	14543
14400	14544
14401	14545
14402	14546
14403	14547
14404	14548
14405	14549
14406	14550
14407	14551
14408	14552
14409	14553
14410	14554
14411	14555
14412	14556
14413	14557
14414	14558
14415	14559
14416	14560
14417	14561
14418	14562
14419	14563
14420	14564
14421	14565
14422	14566
14423	14567
14424	14568
14425	14569
14426	14570
14427	14571
14428	14572
14429	14573
14430	14574
14431	14575
14432	14576
14433	14577
14434	14578
14435	14579
14436	14580
14437	14581
14438	14582
14439	14583
14440	14584
14441	14585
14442	14586
14443	14587
14444	14588
14445	14589
14446	14590
14447	14591
14448	14592
14449	14593
14450	14594
14451	14595
14452	14596
14453	14597
14454	14598
14455	14599
14456	14600
14457	14601
14458	14602
14459	14603
14460	14604
14461	14605
14462	14606
14463	14607
14464	14608
14465	14609
14466	14610
14467	14611
14468	14612
14469	14613
14470	14614
14471	14615
14472	14616
14473	14617
14474	14618
14475	14619
14476	14620
14477	14621
14478	14622
14479	14623
14480	14624
14481	14625
14482	14626
14483	14627
14484	14628
14485	14629
14486	14630
14487	14631
14488	14632
14489	14633
14490	14634
14491	14635
14492	14636
14493	14637
14494	14638
14495	14639
14496	14640
14497	14641
14498	14642
14499	14643
14500	14644
14501	14645
14502	14646
14503	14647
14504	14648
14505	14649
14506	14650
14507	14651
14508	14652
14509	14653
14510	14654
14511	14655
14512	14656
14513	14657
14514	14658
14515	14659
14516	14660
14517	14661
14518	14662
14519	14663
14520	14664
14521	14665
14522	14666
14523	14667
14524	14668
14525	14669
14526	14670
14527	14671
14528	14672
14529	14673
14530	14674
14531	14675
14532	14676
14533	14677
14534	14678
14535	14679
14536	14680
14537	14681
14538	14682
14539	14683
14540	14684
14541	14685
14542	14686
14543	14687
14544	14688
14545	14689
14546	14690
14547	14691
14548	14692
14549	14693
14550	14694
14551	14695
14552	14696
14553	14697
14554	14698
14555	14699
14556	14700
14557	14701
14558	14702
14559	14703
14560	14704
14561	14705
14562	14706
14563	14707
14564	14708
14565	14709
14566	14710
14567	14711
14568	14712
14569	14713
14570	14714
14571	14715
14572	14716
14573	14717
14574	14718
14575	14719
14576	14720
14577	14721
14578	14722
14579	14723
14580	14724
14581	14725
14582	14726
14583	14727
14584	14728
14585	14729
14586	14730
14587	14731
14588	14732
14589	14733
14590	14734
14591	14735
14592	14736
14593	14737
14594	14738
14595	14739
14596	14740
14597	14741
14598	14742
14599	14743
14600	14744
14601	14745
14602	14746
14603	14747
14604	14748
14605	14749
14606	14750
14607	14751
14608	14752
14609	14753
14610	14754
14611	14755
14612	14756
14613	14757
14614	14758
14615	14759
14616	14760
14617	14761
14618	14762
14619	14763
14620	14764
14621	14765
14622	14766
14623	14767
14624	14768
14625	14769
14626	14770
14627	14771
14628	14772
14629	14773
14630	14774
14631	14775
14632	14776
14633	14777
14634	14778
14635	14779
14636	14780
14637	14781
14638	14782
14639	14783
14640	14784
14641	14785
14642	14786
14643	14787
14644	14788
14645	14789
14646	14790
14647	14791
14648	14792
14649	14793
14650	14794
14651	14795
14652	14796
14653	14797
14654	14798
14655	14799
14656	14800
14657	14801
14658	14802
14659	14803
14660	14804
14661	14805
14662	14806
14663	14807
14664	14808
14665	14809
14666	14810
14667	14811
14668	14812
14669	14813
14670	14814
14671	14815
14672	14816
14673	14817
14674	14818
14675	14819
14676	14820
14677	14821
14678	14822
14679	14823
14680	14824
14681	14825
14682	14826
14683	14827
14684	14828
14685	14829
14686	14830
14687	14831
14688	14832
14689	14833
14690	14834
14691	14835
14692	14836
14693	14837
14694	14838
14695	14839
14696	14840
14697	14841
14698	14842
14699	14843
14700	14844
14701	14845
14702	14846
14703	14847
14704	14848
14705	14849
14706	14850
14707	14851
14708	14852
14709	14853
14710	14854
14711	14855
14712	14856
14713	14857
14714	14858
14715	14859
14716	14860
14717	14861
14718	14862
14719	14863
14720	14864
14721	14865
14722	14866
14723	14867
14724	14868
14725	14869
14726	14870
14727	14871
14728	14872
14729	14873
14730	14874
14731	14875
14732	14876
14733	14877
14734	14878
14735	14879
14736	14880
14737	14881
14738	14882
14739	14883
14740	14884
14741	14885
14742	14886
14743	14887
14744	14888
14745	14889
14746	14890
14747	14891
14748	14892
14749	14893
14750	14894
14751	14895
14752	14896
14753	14897
14754	14898
14755	14899
14756	14900
14757	14901
14758	14902
14759	14903
14760	14904
14761	14905
14762	14906
14763	14907
14764	14908
14765	14909
14766	14910
14767	14911
14768	14912
14769	14913
14770	14914
14771	14915
14772	14916
14773	14917
14774	14918
14775	14919
14776	14920
14777	14921
14778	14922
14779	14923
14780	14924
14781	14925
14782	14926
14783	14927
14784	14928
14785	14929
14786	14930
14787	14931
14788	14932
14789	14933
14790	14934
14791	14935
14792	14936
14793	14937
14794	14938
14795	14939
14796	14940
14797	14941
14798	14942
14799	14943
14800	14944
14801	14945
14802	14946
14803	14947
14804	14948
14805	14949
14806	14950
14807	14951
14808	14952
14809	14953
14810	14954
14811	14955
14812	14956
14813	14957
14814	14958
14815	14959
14816	14960
14817	14961
14818	14962
14819	14963
14820	14964
14821	14965
14822	14966
14823	14967
14824	14968
14825	14969
14826	14970
14827	14971
14828	14972
14829	14973
14830	14974
14831	14975
14832	14976
14833	14977
14834	14978
14835	14979
14836	14980
14837	14981
14838	14982
14839	14983
14840	14984
14841	14985
14842	14986
14843	14987
14844	14988
14845	14989
14846	14990
14847	14991
14848	14992
14849	14993
14850	14994
14851	14995
14852	14996
14853	14997
14854	14998
14855	14999
14856	15000
14857	15001
14858	15002
14859	15003
14860	15004
14861	15005
14862	15006
14863	15007
14864	15008
14865	15009
14866	15010
14867	15011
14868	15012
14869	15013
14870	15014
14871	15015
14872	15016
14873	15017
14874	15018
14875	15019
14876	15020
14877	15021
14878	15022
14879	15023
14880	15024
14881	15025
14882	15026
14883	15027
14884	15028
14885	15029
14886	15030
14887	15031
14888	15032
14889	15033
14890	15034
14891	15035
14892	15036
14893	15037
14894	15038
14895	15039
14896	15040
14897	15041
14898	15042
14899	15043
14900	15044
14901	15045
14902	15046
14903	15047
14904	15048
14905	15049
14906	15050
14907	15051
14908	15052
14909	15053
14910	15054
14911	15055
14912	15056
14913	15057
14914	15058
14915	15059
14916	15060
14917	15061
14918	15062
14919	15063
14920	15064
14921	15065
14922	15066
14923	15067
14924	15068
14925	15069
14926	15070
14927	15071
14928	15072
14929	15073
14930	15074
14931	15075
14932	15076
14933	15077
14934	15078
14935	15079
14936	15080
14937	15081
14938	15082
14939	15083
14940	15084
14941	15085
14942	15086
14943	15087
14944	15088
14945	15089
14946	15090
14947	15091
14948	15092
14949	15093
14950	15094
14951	15095
14952	15096
14953	15097
14954	15098
14955	15099
14956	15100
14957	15101
14958	15102
14959	15103
14960	15104
14961	15105
14962	15106
14963	15107
14964	15108
14965	15109
14966	15110
14967	15111
14968	15112
14969	15113
14970	15114
14971	15115
14972	15116
14973	15117
14974	15118
14975	15119
14976	15120
14977	15121
14978	15122
14979	15123
14980	15124
14981	15125
14982	15126
14983	15127
14984	15128
14985	15129
14986	15130
14987	15131
14988	15132
14989	15133
14990	15134
14991	15135
14992	15136
14993	15137
14994	15138
14995	15139
14996	15140
14997	15141
14998	15142
14999	15143
15000	15144
15001	15145
15002	15146
15003	15147
15004	15148
15005	15149
15006	15150
15007	15151
15008	15152
15009	15153
15010	15154
15011	15155
15012	15156
15013	15157
15014	15158
15015	15159
15016	15160
15017	15161
15018	15162
15019	15163
15020	15164
15021	15165
15022	15166
15023	15167
15024	15168
15025	15169
15026	15170
15027	15171
15028	15172
15029	15173
15030	15174
15031	15175
15032	15176
15033	15177
15034	15178
15035	15179
15036	15180
15037	15181
15038	15182
15039	15183
15040	15184
15041	15185
15042	15186
15043	15187
15044	15188
15045	15189
15046	15190
15047	15191
15048	15192
15049	15193
15050	15194
15051	15195
15052	15196
15053	15197
15054	15198
15055	15199
15056	15200
15057	15201
15058	15202
15059	15203
15060	15204
15061	15205
15062	15206
15063	15207
15064	15208
15065	15209
15066	15210
15067	15211
15068	15212
15069	15213
15070	15214
15071	15215
15072	15216
15073	15217
15074	15218
15075	15219
15076	15220
15077	15221
15078	15222
15079	15223
15080	15224
15081	15225
15082	15226
15083	15227
15084	15228
15085	15229
15086	15230
15087	15231
15088	15232
15089	15233
15090	15234
15091	15235
15092	15236
15093	15237
15094	15238
15095	15239
15096	15240
15097	15241
15098	15242
15099	15243
15100	15244
15101	15245
15102	15246
15103	15247
15104	15248
15105	15249
15106	15250
15107	15251
15108	15252
15109	15253
15110	15254
15111	15255
15112	15256
15113	15257
15114	15258
15115	15259
15116	15260
15117	15261
15118	15262
15119	15263
15120	15264
15121	15265
15122	15266
15123	15267
15124	15268
15125	15269
15126	15270
15127	15271
15128	15272
15129	15273
15130	15274
15131	15275
15132	15276
15133	15277
15134	15278
15135	15279
15136	15280
15137	15281
15138	15282
15139	15283
15140	15284
15141	15285
15142	15286
15143	15287
15144	15288
15145	15289
15146	15290
15147	15291
15148	15292
15149	15293
15150	15294
15151	15295
15152	15296
15153	15297
15154	15298
15155	15299
15156	15300
15157	15301
15158	15302
15159	15303
15160	15304
15161	15305
15162	15306
15163	15307
15164	15308
15165	15309
15166	15310
15167	15311
15168	15312
15169	15313
15170	15314
15171	15315
15172	15316
15173	15317
15174	15318
15175	15319
15176	15320
15177	15321
15178	15322
15179	15323
15180	15324
15181	15325
15182	15326
15183	15327
15184	15328
15185	15329
15186	15330
15187	15331
15188	15332
15189	15333
15190	15334
15191	15335
15192	15336
15193	15337
15194	15338
15195	15339
15196	15340
15197	15341
15198	15342
15199	15343
15200	15344
15201	15345
15202	15346
15203	15347
15204	15348
15205	15349
15206	15350
15207	15351
15208	15352
15209	15353
15210	15354
15211	15355
15212	15356
15213	15357
15214	15358
15215	15359
15216	15360
15217	15361
15218	15362
15219	15363
15220	15364
15221	15365
15222	15366
15223	15367
15224	15368
15225	15369
15226	15370
15227	15371
15228	15372
15229	15373
15230	15374
15231	15375
15232	15376
15233	15377
15234	15378
15235	15379
15236	15380
15237	15381
15238	15382
15239	15383
15240	15384
